bus_id,date,odometer_reading,replacement,bus_family
4240,1982-01-01,299695,0,a452372
4240,1982-02-01,300873,0,a452372
4240,1982-03-01,301180,0,a452372
4240,1982-04-01,302279,0,a452372
4240,1982-05-01,303394,0,a452372
4240,1982-06-01,303458,0,a452372
4240,1982-07-01,303458,0,a452372
4240,1982-08-01,303829,0,a452372
4240,1982-09-01,304515,0,a452372
4240,1982-10-01,305651,0,a452372
4240,1982-11-01,306559,0,a452372
4240,1982-12-01,307394,0,a452372
4240,1983-01-01,308074,0,a452372
4240,1983-02-01,309226,0,a452372
4240,1983-03-01,310221,0,a452372
4240,1983-04-01,310975,0,a452372
4240,1983-05-01,311866,0,a452372
4240,1983-06-01,312416,0,a452372
4240,1983-07-01,312416,0,a452372
4240,1983-08-01,312416,0,a452372
4240,1983-09-01,312698,0,a452372
4240,1983-10-01,313499,0,a452372
4240,1983-11-01,313906,0,a452372
4240,1983-12-01,314742,0,a452372
4240,1984-01-01,315851,0,a452372
4240,1984-02-01,316995,0,a452372
4240,1984-03-01,318004,0,a452372
4240,1984-04-01,318828,0,a452372
4240,1984-05-01,320056,0,a452372
4240,1984-06-01,321158,0,a452372
4240,1984-07-01,321431,0,a452372
4240,1984-08-01,321454,0,a452372
4240,1984-09-01,321606,0,a452372
4240,1984-10-01,322414,0,a452372
4240,1984-11-01,323123,0,a452372
4240,1984-12-01,323991,0,a452372
4240,1985-01-01,324925,0,a452372
4240,1985-02-01,325885,0,a452372
4240,1985-03-01,326708,0,a452372
4240,1985-04-01,327646,0,a452372
4240,1985-05-01,328309,0,a452372
4241,1974-12-01,156996,0,a452372
4241,1975-01-01,159795,0,a452372
4241,1975-02-01,162898,0,a452372
4241,1975-03-01,166237,0,a452372
4241,1975-04-01,169532,0,a452372
4241,1975-05-01,171166,1,a452372
4241,1975-06-01,173639,0,a452372
4241,1975-07-01,176764,0,a452372
4241,1975-08-01,179848,0,a452372
4241,1975-09-01,181807,0,a452372
4241,1975-10-01,183461,0,a452372
4241,1975-11-01,185499,0,a452372
4241,1975-12-01,186551,0,a452372
4241,1976-01-01,187490,0,a452372
4241,1976-02-01,188271,0,a452372
4241,1976-03-01,190212,0,a452372
4241,1976-04-01,192065,0,a452372
4241,1976-05-01,193850,0,a452372
4241,1976-06-01,195693,0,a452372
4241,1976-07-01,196983,0,a452372
4241,1976-08-01,197670,0,a452372
4241,1976-09-01,198983,0,a452372
4241,1976-10-01,200330,0,a452372
4241,1976-11-01,201698,0,a452372
4241,1976-12-01,202840,0,a452372
4241,1977-01-01,203828,0,a452372
4241,1977-02-01,205086,0,a452372
4241,1977-03-01,206344,0,a452372
4241,1977-04-01,207847,0,a452372
4241,1977-05-01,208901,0,a452372
4241,1977-06-01,210019,0,a452372
4241,1977-07-01,210551,0,a452372
4241,1977-08-01,211510,0,a452372
4241,1977-09-01,212408,0,a452372
4241,1977-10-01,213831,0,a452372
4241,1977-11-01,215006,0,a452372
4241,1977-12-01,216687,0,a452372
4241,1978-01-01,217821,0,a452372
4241,1978-02-01,219703,0,a452372
4241,1978-03-01,221557,0,a452372
4241,1978-04-01,223615,0,a452372
4241,1978-05-01,225351,0,a452372
4241,1978-06-01,227398,0,a452372
4241,1978-07-01,229030,0,a452372
4241,1978-08-01,230910,0,a452372
4241,1978-09-01,232925,0,a452372
4241,1978-10-01,235404,0,a452372
4241,1978-11-01,238236,0,a452372
4241,1978-12-01,240542,0,a452372
4241,1979-01-01,242803,0,a452372
4241,1979-02-01,245100,0,a452372
4241,1979-03-01,247244,0,a452372
4241,1979-04-01,249617,0,a452372
4241,1979-05-01,252323,0,a452372
4241,1979-06-01,256018,0,a452372
4241,1979-07-01,258814,0,a452372
4241,1979-08-01,262354,0,a452372
4241,1979-09-01,265213,0,a452372
4241,1979-10-01,266976,0,a452372
4241,1979-11-01,269629,0,a452372
4241,1979-12-01,271334,0,a452372
4241,1980-01-01,272379,0,a452372
4241,1980-02-01,273876,0,a452372
4241,1980-03-01,275091,0,a452372
4241,1980-04-01,277348,0,a452372
4241,1980-05-01,278938,0,a452372
4241,1980-06-01,279488,0,a452372
4241,1980-07-01,280664,0,a452372
4241,1980-08-01,281989,0,a452372
4241,1980-09-01,283359,0,a452372
4241,1980-10-01,284363,0,a452372
4241,1980-11-01,285354,0,a452372
4241,1980-12-01,286848,0,a452372
4241,1981-01-01,288508,0,a452372
4241,1981-02-01,290148,0,a452372
4241,1981-03-01,291572,0,a452372
4241,1981-04-01,293124,0,a452372
4241,1981-05-01,293553,0,a452372
4241,1981-06-01,293553,0,a452372
4241,1981-07-01,293919,0,a452372
4241,1981-08-01,295492,0,a452372
4241,1981-09-01,296793,0,a452372
4241,1981-10-01,298897,0,a452372
4241,1981-11-01,299874,0,a452372
4241,1981-12-01,301184,0,a452372
4241,1982-01-01,302272,0,a452372
4241,1982-02-01,303290,0,a452372
4241,1982-03-01,303687,0,a452372
4241,1982-04-01,304788,0,a452372
4241,1982-05-01,305501,0,a452372
4241,1982-06-01,305582,0,a452372
4241,1982-07-01,305626,0,a452372
4241,1982-08-01,306172,0,a452372
4241,1982-09-01,307256,0,a452372
4241,1982-10-01,308236,0,a452372
4241,1982-11-01,309134,0,a452372
4241,1982-12-01,309949,0,a452372
4241,1983-01-01,310658,0,a452372
4241,1983-02-01,311917,0,a452372
4241,1983-03-01,313008,0,a452372
4241,1983-04-01,313787,0,a452372
4241,1983-05-01,314680,0,a452372
4241,1983-06-01,315196,0,a452372
4241,1983-07-01,315196,0,a452372
4241,1983-08-01,315196,0,a452372
4241,1983-09-01,315482,0,a452372
4241,1983-10-01,315482,0,a452372
4241,1983-11-01,315788,0,a452372
4241,1983-12-01,316589,0,a452372
4241,1984-01-01,317590,0,a452372
4241,1984-02-01,318888,0,a452372
4241,1984-03-01,319825,0,a452372
4241,1984-04-01,320684,0,a452372
4241,1984-05-01,321569,0,a452372
4241,1984-06-01,322277,0,a452372
4241,1984-07-01,322377,0,a452372
4241,1984-08-01,322629,0,a452372
4241,1984-09-01,322798,0,a452372
4241,1984-10-01,323697,0,a452372
4241,1984-11-01,324506,0,a452372
4241,1984-12-01,325366,0,a452372
4241,1985-01-01,326043,0,a452372
4241,1985-02-01,327034,0,a452372
4241,1985-03-01,327891,0,a452372
4241,1985-04-01,328819,0,a452372
4241,1985-05-01,329493,0,a452372
4242,1974-12-01,153835,0,a452372
4242,1975-01-01,155922,0,a452372
4242,1975-02-01,158783,0,a452372
4242,1975-03-01,161154,0,a452372
4242,1975-04-01,164639,0,a452372
4242,1975-05-01,167284,0,a452372
4242,1975-06-01,170131,0,a452372
4242,1975-07-01,173436,0,a452372
4242,1975-08-01,176282,0,a452372
4242,1975-09-01,178120,0,a452372
4242,1975-10-01,179894,0,a452372
4242,1975-11-01,181359,0,a452372
4242,1975-12-01,182479,0,a452372
4242,1976-01-01,183873,0,a452372
4242,1976-02-01,185021,1,a452372
4242,1976-03-01,185871,0,a452372
4242,1976-04-01,187394,0,a452372
4242,1976-05-01,188610,0,a452372
4242,1976-06-01,189908,0,a452372
4242,1976-07-01,190835,0,a452372
4242,1976-08-01,191706,0,a452372
4242,1976-09-01,192876,0,a452372
4242,1976-10-01,194257,0,a452372
4242,1976-11-01,195588,0,a452372
4242,1976-12-01,196785,0,a452372
4242,1977-01-01,197984,0,a452372
4242,1977-02-01,199273,0,a452372
4242,1977-03-01,200543,0,a452372
4242,1977-04-01,201860,0,a452372
4242,1977-05-01,202792,0,a452372
4242,1977-06-01,203698,0,a452372
4242,1977-07-01,204432,0,a452372
4242,1977-08-01,205108,0,a452372
4242,1977-09-01,205709,0,a452372
4242,1977-10-01,206941,0,a452372
4242,1977-11-01,208379,0,a452372
4242,1977-12-01,209785,0,a452372
4242,1978-01-01,211101,0,a452372
4242,1978-02-01,212724,0,a452372
4242,1978-03-01,214779,0,a452372
4242,1978-04-01,216924,0,a452372
4242,1978-05-01,218820,0,a452372
4242,1978-06-01,220645,0,a452372
4242,1978-07-01,222264,0,a452372
4242,1978-08-01,224003,0,a452372
4242,1978-09-01,225996,0,a452372
4242,1978-10-01,228552,0,a452372
4242,1978-11-01,231262,0,a452372
4242,1978-12-01,234029,0,a452372
4242,1979-01-01,236163,0,a452372
4242,1979-02-01,238531,0,a452372
4242,1979-03-01,240902,0,a452372
4242,1979-04-01,242803,0,a452372
4242,1979-05-01,245297,0,a452372
4242,1979-06-01,248057,0,a452372
4242,1979-07-01,249758,0,a452372
4242,1979-08-01,250139,0,a452372
4242,1979-09-01,250559,0,a452372
4242,1979-10-01,252384,0,a452372
4242,1979-11-01,254248,0,a452372
4242,1979-12-01,256223,0,a452372
4242,1980-01-01,257606,0,a452372
4242,1980-02-01,258861,0,a452372
4242,1980-03-01,260521,0,a452372
4242,1980-04-01,262312,0,a452372
4242,1980-05-01,263724,0,a452372
4242,1980-06-01,264345,0,a452372
4242,1980-07-01,266383,0,a452372
4242,1980-08-01,267628,0,a452372
4242,1980-09-01,268797,0,a452372
4242,1980-10-01,269777,0,a452372
4242,1980-11-01,271086,0,a452372
4242,1980-12-01,272810,0,a452372
4242,1981-01-01,274380,0,a452372
4242,1981-02-01,276083,0,a452372
4242,1981-03-01,277494,0,a452372
4242,1981-04-01,279150,0,a452372
4242,1981-05-01,279469,0,a452372
4242,1981-06-01,279469,0,a452372
4242,1981-07-01,279873,0,a452372
4242,1981-08-01,281228,0,a452372
4242,1981-09-01,282244,0,a452372
4242,1981-10-01,283769,0,a452372
4242,1981-11-01,284611,0,a452372
4242,1981-12-01,286079,0,a452372
4242,1982-01-01,287097,0,a452372
4242,1982-02-01,288239,0,a452372
4242,1982-03-01,288545,0,a452372
4242,1982-04-01,289621,0,a452372
4242,1982-05-01,290625,0,a452372
4242,1982-06-01,290625,0,a452372
4242,1982-07-01,290625,0,a452372
4242,1982-08-01,291204,0,a452372
4242,1982-09-01,292371,0,a452372
4242,1982-10-01,293403,0,a452372
4242,1982-11-01,294379,0,a452372
4242,1982-12-01,295189,0,a452372
4242,1983-01-01,295927,0,a452372
4242,1983-02-01,296871,0,a452372
4242,1983-03-01,297786,0,a452372
4242,1983-04-01,298645,0,a452372
4242,1983-05-01,299564,0,a452372
4242,1983-06-01,300127,0,a452372
4242,1983-07-01,300127,0,a452372
4242,1983-08-01,300127,0,a452372
4242,1983-09-01,300788,0,a452372
4242,1983-10-01,301524,0,a452372
4242,1983-11-01,302262,0,a452372
4242,1983-12-01,302950,0,a452372
4242,1984-01-01,303645,0,a452372
4242,1984-02-01,304852,0,a452372
4242,1984-03-01,305903,0,a452372
4242,1984-04-01,306676,0,a452372
4242,1984-05-01,307195,0,a452372
4242,1984-06-01,308877,0,a452372
4242,1984-07-01,309110,0,a452372
4242,1984-08-01,309112,0,a452372
4242,1984-09-01,309387,0,a452372
4242,1984-10-01,310259,0,a452372
4242,1984-11-01,311156,0,a452372
4242,1984-12-01,312167,0,a452372
4242,1985-01-01,313139,0,a452372
4242,1985-02-01,314049,0,a452372
4242,1985-03-01,314827,0,a452372
4242,1985-04-01,315705,0,a452372
4242,1985-05-01,316497,0,a452372
4243,1974-12-01,151488,0,a452372
4243,1975-01-01,153753,0,a452372
4243,1975-02-01,156859,0,a452372
4243,1975-03-01,159620,0,a452372
4243,1975-04-01,162836,0,a452372
4243,1975-05-01,166291,0,a452372
4243,1975-06-01,168468,0,a452372
4243,1975-07-01,171104,0,a452372
4243,1975-08-01,174020,0,a452372
4243,1975-09-01,176437,0,a452372
4243,1975-10-01,178082,0,a452372
4243,1975-11-01,179987,0,a452372
4243,1975-12-01,181511,0,a452372
4243,1976-01-01,182780,0,a452372
4243,1976-02-01,183618,0,a452372
4243,1976-03-01,184753,0,a452372
4243,1976-04-01,186139,1,a452372
4243,1976-05-01,187205,0,a452372
4243,1976-06-01,188647,0,a452372
4243,1976-07-01,189670,0,a452372
4243,1976-08-01,190302,0,a452372
4243,1976-09-01,191154,0,a452372
4243,1976-10-01,193473,0,a452372
4243,1976-11-01,194431,0,a452372
4243,1976-12-01,195208,0,a452372
4243,1977-01-01,195745,0,a452372
4243,1977-02-01,196312,0,a452372
4243,1977-03-01,196916,0,a452372
4243,1977-04-01,197709,0,a452372
4243,1977-05-01,198379,0,a452372
4243,1977-06-01,199892,0,a452372
4243,1977-07-01,200445,0,a452372
4243,1977-08-01,201303,0,a452372
4243,1977-09-01,202262,0,a452372
4243,1977-10-01,203410,0,a452372
4243,1977-11-01,204823,0,a452372
4243,1977-12-01,206275,0,a452372
4243,1978-01-01,207339,0,a452372
4243,1978-02-01,208044,0,a452372
4243,1978-03-01,208951,0,a452372
4243,1978-04-01,210531,0,a452372
4243,1978-05-01,212514,0,a452372
4243,1978-06-01,213303,0,a452372
4243,1978-07-01,215045,0,a452372
4243,1978-08-01,216747,0,a452372
4243,1978-09-01,218842,0,a452372
4243,1978-10-01,221016,0,a452372
4243,1978-11-01,223759,0,a452372
4243,1978-12-01,226463,0,a452372
4243,1979-01-01,228770,0,a452372
4243,1979-02-01,231326,0,a452372
4243,1979-03-01,233853,0,a452372
4243,1979-04-01,236697,0,a452372
4243,1979-05-01,239270,0,a452372
4243,1979-06-01,243119,0,a452372
4243,1979-07-01,245877,0,a452372
4243,1979-08-01,249085,0,a452372
4243,1979-09-01,252679,0,a452372
4243,1979-10-01,254487,0,a452372
4243,1979-11-01,255841,0,a452372
4243,1979-12-01,257162,0,a452372
4243,1980-01-01,258336,0,a452372
4243,1980-02-01,260122,0,a452372
4243,1980-03-01,262364,0,a452372
4243,1980-04-01,264594,0,a452372
4243,1980-05-01,265770,0,a452372
4243,1980-06-01,266422,0,a452372
4243,1980-07-01,268339,0,a452372
4243,1980-08-01,269515,0,a452372
4243,1980-09-01,270882,0,a452372
4243,1980-10-01,271934,0,a452372
4243,1980-11-01,273312,0,a452372
4243,1980-12-01,275067,0,a452372
4243,1981-01-01,276498,0,a452372
4243,1981-02-01,278093,0,a452372
4243,1981-03-01,279505,0,a452372
4243,1981-04-01,280977,0,a452372
4243,1981-05-01,281344,0,a452372
4243,1981-06-01,281344,0,a452372
4243,1981-07-01,282037,0,a452372
4243,1981-08-01,283391,0,a452372
4243,1981-09-01,284345,0,a452372
4243,1981-10-01,285751,0,a452372
4243,1981-11-01,286573,0,a452372
4243,1981-12-01,288053,0,a452372
4243,1982-01-01,289209,0,a452372
4243,1982-02-01,290396,0,a452372
4243,1982-03-01,290714,0,a452372
4243,1982-04-01,291735,0,a452372
4243,1982-05-01,292273,0,a452372
4243,1982-06-01,292294,0,a452372
4243,1982-07-01,292294,0,a452372
4243,1982-08-01,292814,0,a452372
4243,1982-09-01,294059,0,a452372
4243,1982-10-01,295291,0,a452372
4243,1982-11-01,296185,0,a452372
4243,1982-12-01,296964,0,a452372
4243,1983-01-01,297631,0,a452372
4243,1983-02-01,298818,0,a452372
4243,1983-03-01,300021,0,a452372
4243,1983-04-01,301054,0,a452372
4243,1983-05-01,301698,0,a452372
4243,1983-06-01,302173,0,a452372
4243,1983-07-01,302517,0,a452372
4243,1983-08-01,303202,0,a452372
4243,1983-09-01,303865,0,a452372
4243,1983-10-01,304547,0,a452372
4243,1983-11-01,305585,0,a452372
4243,1983-12-01,306596,0,a452372
4243,1984-01-01,307236,0,a452372
4243,1984-02-01,307626,0,a452372
4243,1984-03-01,308808,0,a452372
4243,1984-04-01,309614,0,a452372
4243,1984-05-01,310641,0,a452372
4243,1984-06-01,311579,0,a452372
4243,1984-07-01,311751,0,a452372
4243,1984-08-01,311751,0,a452372
4243,1984-09-01,311976,0,a452372
4243,1984-10-01,312937,0,a452372
4243,1984-11-01,313369,0,a452372
4243,1984-12-01,314682,0,a452372
4243,1985-01-01,315907,0,a452372
4243,1985-02-01,316910,0,a452372
4243,1985-03-01,317897,0,a452372
4243,1985-04-01,319056,0,a452372
4243,1985-05-01,319825,0,a452372
4244,1974-12-01,153983,0,a452372
4244,1975-01-01,156518,0,a452372
4244,1975-02-01,160120,0,a452372
4244,1975-03-01,162591,0,a452372
4244,1975-04-01,164936,0,a452372
4244,1975-05-01,168247,0,a452372
4244,1975-06-01,170777,0,a452372
4244,1975-07-01,173562,0,a452372
4244,1975-08-01,177724,0,a452372
4244,1975-09-01,180498,0,a452372
4244,1975-10-01,182526,0,a452372
4244,1975-11-01,184317,0,a452372
4244,1975-12-01,185621,0,a452372
4244,1976-01-01,186273,0,a452372
4244,1976-02-01,187579,0,a452372
4244,1976-03-01,189123,0,a452372
4244,1976-04-01,190997,0,a452372
4244,1976-05-01,192685,0,a452372
4244,1976-06-01,194135,0,a452372
4244,1976-07-01,195323,0,a452372
4244,1976-08-01,195904,0,a452372
4244,1976-09-01,196183,0,a452372
4244,1976-10-01,197585,0,a452372
4244,1976-11-01,198778,0,a452372
4244,1976-12-01,199988,0,a452372
4244,1977-01-01,200990,0,a452372
4244,1977-02-01,202275,0,a452372
4244,1977-03-01,203453,0,a452372
4244,1977-04-01,204877,0,a452372
4244,1977-05-01,206118,0,a452372
4244,1977-06-01,207697,0,a452372
4244,1977-07-01,208483,0,a452372
4244,1977-08-01,209032,0,a452372
4244,1977-09-01,209831,0,a452372
4244,1977-10-01,211205,0,a452372
4244,1977-11-01,212464,0,a452372
4244,1977-12-01,213794,0,a452372
4244,1978-01-01,214908,0,a452372
4244,1978-02-01,216108,0,a452372
4244,1978-03-01,216916,1,a452372
4244,1978-04-01,218214,0,a452372
4244,1978-05-01,219545,0,a452372
4244,1978-06-01,221094,0,a452372
4244,1978-07-01,222246,0,a452372
4244,1978-08-01,223311,0,a452372
4244,1978-09-01,225014,0,a452372
4244,1978-10-01,227527,0,a452372
4244,1978-11-01,230505,0,a452372
4244,1978-12-01,233120,0,a452372
4244,1979-01-01,235389,0,a452372
4244,1979-02-01,237976,0,a452372
4244,1979-03-01,240138,0,a452372
4244,1979-04-01,242798,0,a452372
4244,1979-05-01,245044,0,a452372
4244,1979-06-01,247111,0,a452372
4244,1979-07-01,249392,0,a452372
4244,1979-08-01,251981,0,a452372
4244,1979-09-01,254718,0,a452372
4244,1979-10-01,256614,0,a452372
4244,1979-11-01,258336,0,a452372
4244,1979-12-01,260491,0,a452372
4244,1980-01-01,262235,0,a452372
4244,1980-02-01,264065,0,a452372
4244,1980-03-01,265995,0,a452372
4244,1980-04-01,267798,0,a452372
4244,1980-05-01,269067,0,a452372
4244,1980-06-01,269372,0,a452372
4244,1980-07-01,271271,0,a452372
4244,1980-08-01,272680,0,a452372
4244,1980-09-01,274345,0,a452372
4244,1980-10-01,275363,0,a452372
4244,1980-11-01,276342,0,a452372
4244,1980-12-01,277820,0,a452372
4244,1981-01-01,279223,0,a452372
4244,1981-02-01,280715,0,a452372
4244,1981-03-01,281664,0,a452372
4244,1981-04-01,282783,0,a452372
4244,1981-05-01,283666,0,a452372
4244,1981-06-01,283666,0,a452372
4244,1981-07-01,283967,0,a452372
4244,1981-08-01,285334,0,a452372
4244,1981-09-01,286897,0,a452372
4244,1981-10-01,288323,0,a452372
4244,1981-11-01,288760,0,a452372
4244,1981-12-01,290314,0,a452372
4244,1982-01-01,291418,0,a452372
4244,1982-02-01,292460,0,a452372
4244,1982-03-01,292756,0,a452372
4244,1982-04-01,293856,0,a452372
4244,1982-05-01,294769,0,a452372
4244,1982-06-01,294840,0,a452372
4244,1982-07-01,294840,0,a452372
4244,1982-08-01,295371,0,a452372
4244,1982-09-01,296253,0,a452372
4244,1982-10-01,297351,0,a452372
4244,1982-11-01,298346,0,a452372
4244,1982-12-01,299287,0,a452372
4244,1983-01-01,300040,0,a452372
4244,1983-02-01,301052,0,a452372
4244,1983-03-01,302061,0,a452372
4244,1983-04-01,302792,0,a452372
4244,1983-05-01,303707,0,a452372
4244,1983-06-01,304164,0,a452372
4244,1983-07-01,304164,0,a452372
